company_ntn,person_cnic,person_name,role,shareholding_percent
8981099-6,34101-2952397-0,Sadia Mir,CEO/Director,100
5933711-4,37405-2748160-5,Bilawal Bhatti,CEO/Director,60
9668695-5,37405-0691662-7,Faizan Tarar,CEO/Director,75
8605818-7,37405-3295994-7,Muhammad Hussain Bhatti,CEO/Director,60
9485087-8,17301-4449749-1,Muhammad Tariq Sheikh,CEO/Director,100
4207994-3,37405-9617824-7,Muhammad Hassan Mir,CEO/Director,75
3613599-3,17301-3916926-3,Adnan Awan,CEO/Director,75
9108387-7,17301-0375845-1,Muhammad Tariq Rana,CEO/Director,100
2139563-9,42101-0453354-1,Muhammad Ali Malik,CEO/Director,75
3297802-0,37405-4904531-4,Hina Abbasi,CEO/Director,75
1559035-0,61101-6836971-3,Farhan Raja,CEO/Director,100
7647198-8,34603-6867637-6,Fatima Tarar,CEO/Director,75
1514575-8,61101-7223502-7,Salman Rana,CEO/Director,75
9259041-1,37405-4094008-5,Hassan Janjua,CEO/Director,75
4260564-2,36302-7997734-3,Muhammad Farhan Tarar,CEO/Director,60
4730819-6,37405-0778827-1,Farhan Awan,CEO/Director,75
3682888-5,61101-8166340-0,Areeba Sandhu,CEO/Director,100
4526877-8,34101-1869707-1,Muhammad Farhan Rana,CEO/Director,100
9006538-7,42101-8359085-1,Muhammad Usman Satti,CEO/Director,75
4725468-5,33100-0197392-7,Adnan Rana,CEO/Director,60
8942817-0,37405-3173262-3,Ali Malik,CEO/Director,100
5660246-7,61101-8003591-3,Faizan Bhatti,CEO/Director,75
3009661-8,42101-2465486-4,Sidra Warraich,CEO/Director,75
1858298-3,42101-4783844-5,Saad Warraich,CEO/Director,75
3434110-8,36302-7203017-3,Shahzad Awan,CEO/Director,51
8732672-7,36302-3273452-3,Waqas Chaudhry,CEO/Director,100
6949163-1,61101-8383922-3,Muhammad Hassan Cheema,CEO/Director,100
4244352-8,34101-5139053-1,Saad Sheikh,CEO/Director,75
9244271-4,36302-6696031-3,Muhammad Rizwan Chaudhry,CEO/Director,75
1175212-4,36302-7308443-5,Saad Dar,CEO/Director,75
8633881-6,34101-1193953-0,Ayesha Rana,CEO/Director,60
3961916-5,34101-9413239-8,Kiran Dar,CEO/Director,60
3957356-6,34101-2740430-7,Faizan Sandhu,CEO/Director,100
1567024-1,42101-6311220-1,Muhammad Nauman Tarar,CEO/Director,100
7839557-7,34603-6595929-6,Sana Dar,CEO/Director,100
6777598-8,34101-6084868-5,Bilal Janjua,CEO/Director,51
9527987-1,34603-1208853-9,Muhammad Chaudhry,CEO/Director,75
3692974-0,36302-1819297-9,Salman Awan,CEO/Director,100
3039407-5,17301-9363274-3,Junaid Janjua,CEO/Director,60
6410162-1,34101-6812971-4,Kiran Gondal,CEO/Director,60
7874172-0,35202-7282840-5,Muhammad Faizan Sheikh,CEO/Director,75
4579109-2,36302-9966143-5,Saad Satti,CEO/Director,100
4401711-3,33100-6232293-7,Fahad Mir,CEO/Director,75
9982698-3,37405-7212880-7,Muhammad Bilal Dar,CEO/Director,100
5585389-1,33100-0515720-9,Muhammad Fahad Janjua,CEO/Director,75
6875358-9,36302-1678465-3,Zain Warraich,CEO/Director,75
1385080-2,36302-0380553-7,Muhammad Danish Tarar,CEO/Director,51
2565361-2,34603-3410472-4,Mehwish Qureshi,CEO/Director,100
7565154-3,35202-4578036-9,Muhammad Sandhu,CEO/Director,51
1634251-7,61101-6573979-9,Muhammad Abdullah Butt,CEO/Director,100
8374622-0,17301-0045946-9,Muhammad Shahzad Bhatti,CEO/Director,100
2840426-8,36302-1202576-7,Muhammad Umar Mughal,CEO/Director,51
8276006-5,42101-0937774-9,Hassan Qureshi,CEO/Director,100
1614103-8,42101-5879725-6,Aqsa Qureshi,CEO/Director,100
3740914-3,42101-9821192-8,Kiran Sandhu,CEO/Director,100
1824827-4,33100-7014258-3,Imran Awan,CEO/Director,51
3134213-0,34603-5474546-7,Usman Sandhu,CEO/Director,51
3757994-1,17301-0824193-8,Sana Tarar,CEO/Director,60
4927667-2,42101-3071573-0,Zainab Awan,CEO/Director,51
2617736-4,35202-2897823-1,Ali Sheikh,CEO/Director,60
8481259-9,34603-7661272-3,Hussain Tarar,CEO/Director,60
4135687-9,36302-3544404-7,Junaid Warraich,CEO/Director,100
8808547-4,36302-1252447-1,Umar Butt,CEO/Director,100
3906267-6,37405-0389538-1,Muhammad Ahmed Raja,CEO/Director,75
1725028-0,36302-0067508-7,Kamran Bhatti,CEO/Director,100
3941404-6,42101-7116493-8,Sidra Mir,CEO/Director,60
9397129-5,35202-3798242-3,Adnan Butt,CEO/Director,51
2005575-2,33100-9413050-7,Rizwan Sandhu,CEO/Director,60
6850544-7,34603-7109176-8,Noor Janjua,CEO/Director,60
3349937-5,34603-1633054-1,Bilawal Khan,CEO/Director,60
6983008-7,17301-6286238-7,Bilawal Awan,CEO/Director,51
8236977-1,34101-9761420-3,Muhammad Tarar,CEO/Director,75
9718283-9,17301-9826841-1,Nauman Rana,CEO/Director,60
5767889-7,42101-3281453-7,Abdullah Raja,CEO/Director,75
5048789-6,61101-0883384-5,Muhammad Ali Sandhu,CEO/Director,60
6362450-2,42101-5697121-3,Fahad Sandhu,CEO/Director,51
9183458-2,36302-5312382-9,Rizwan Dar,CEO/Director,60
2000295-4,37405-5197971-5,Abdullah Abbasi,CEO/Director,100
2565282-8,42101-4366140-9,Rizwan Awan,CEO/Director,60
3283761-9,33100-5233434-5,Muhammad Asad Warraich,CEO/Director,100
8846725-3,37405-3715641-9,Bilawal Mughal,CEO/Director,75
7149407-0,61101-9640825-5,Muhammad Faizan Dar,CEO/Director,75
3025596-7,17301-8831141-6,Saba Satti,CEO/Director,100
2782494-0,34603-8872366-3,Farhan Dar,CEO/Director,60
9274009-7,42101-1140507-7,Saad Dar,CEO/Director,100
1866938-5,34603-9223461-9,Hassan Cheema,CEO/Director,100
8694018-6,34603-0380340-1,Tariq Sandhu,CEO/Director,75
1346296-8,34603-1304094-9,Ali Satti,CEO/Director,100
5013039-1,42101-5119951-7,Tariq Qureshi,CEO/Director,75
8318083-1,61101-4665089-3,Imran Raja,CEO/Director,100
6528997-6,35202-0174425-1,Saad Mughal,CEO/Director,60
4895205-3,34603-2666688-7,Abdullah Awan,CEO/Director,51
7205813-9,42101-7672130-2,Amna Qureshi,CEO/Director,100
7297147-1,42101-0353484-8,Amna Abbasi,CEO/Director,100
7407920-6,33100-6017782-9,Muhammad Ahmed Janjua,CEO/Director,100
2675529-3,42101-9806214-0,Maryam Rana,CEO/Director,51
1476131-3,35202-9423740-9,Muhammad Tarar,CEO/Director,100
1373773-4,34101-6516633-7,Muhammad Tariq Raja,CEO/Director,100
1406526-5,61101-8280222-7,Bilawal Cheema,CEO/Director,51
8849322-6,42101-8810739-7,Adnan Butt,CEO/Director,75
2559916-6,37405-5776973-1,Bilawal Chaudhry,CEO/Director,51
8325839-2,34101-1580014-9,Hussain Warraich,CEO/Director,51
4834664-9,33100-8839108-9,Ahmed Dar,CEO/Director,75
3981131-2,42101-0330151-6,Hina Cheema,CEO/Director,60
4707456-8,17301-0711481-8,Fatima Janjua,CEO/Director,51
2957138-5,34603-7677412-7,Kamran Janjua,CEO/Director,51
1783592-1,42101-5717921-3,Farhan Satti,CEO/Director,60
4283012-0,35202-6726162-3,Muhammad Tariq Mir,CEO/Director,60
5769923-4,35202-8622357-7,Muhammad Adnan Gondal,CEO/Director,51
8988606-9,36302-4123381-1,Muhammad Ahmed Mughal,CEO/Director,51
7833381-9,42101-9016582-9,Muhammad Abdullah Mughal,CEO/Director,60
3905854-7,35202-2705484-9,Muhammad Salman Cheema,CEO/Director,60
4447022-5,37405-4111599-3,Muhammad Tariq Qureshi,CEO/Director,60
4456371-3,17301-4696123-6,Iqra Chaudhry,CEO/Director,100
8227922-7,17301-4468517-5,Umar Bhatti,CEO/Director,51
9801062-9,34603-2392348-9,Usman Tarar,CEO/Director,60
1369529-3,36302-9124612-9,Kamran Sheikh,CEO/Director,75
1723863-2,34603-2888732-1,Hamza Raja,CEO/Director,100
2887574-3,42101-5839873-7,Tariq Gondal,CEO/Director,100
5028897-1,35202-2732714-5,Muhammad Hussain Mir,CEO/Director,60
9239826-3,42101-5177465-9,Shahzad Sandhu,CEO/Director,100
4777948-8,34101-1649964-9,Junaid Rana,CEO/Director,60
2442807-0,34603-3570149-7,Shahzad Gondal,CEO/Director,75
7132702-3,61101-1767832-3,Muhammad Junaid Butt,CEO/Director,100
1467382-7,61101-3982056-3,Kamran Cheema,CEO/Director,51
7514533-9,37405-2568185-5,Zain Malik,CEO/Director,100
7524666-3,61101-4260664-7,Muhammad Kamran Sheikh,CEO/Director,51
9640784-7,42101-3397358-3,Muhammad Qureshi,CEO/Director,100
2350788-5,17301-1702721-6,Sobia Khan,CEO/Director,60
7265668-4,42101-0753867-3,Muhammad Adnan Sandhu,CEO/Director,51
5492744-4,37405-4723250-4,Noor Sandhu,CEO/Director,51
6628340-8,37405-8457529-9,Asad Janjua,CEO/Director,75
9506712-9,42101-3990000-3,Hussain Janjua,CEO/Director,60
3729172-3,35202-7980619-3,Hamza Gondal,CEO/Director,60
1397112-5,42101-8886863-5,Muhammad Zain Awan,CEO/Director,51
2593663-3,42101-1267070-4,Mehwish Satti,CEO/Director,51
7182766-5,42101-1475532-1,Ahmed Tarar,CEO/Director,100
4566290-1,36302-6955080-3,Muhammad Danish Satti,CEO/Director,100
8637006-8,42101-4149568-0,Saba Mughal,CEO/Director,60
4335901-9,34603-8576061-1,Muhammad Faizan Mughal,CEO/Director,100
9758829-5,36302-8530848-3,Muhammad Asad Sandhu,CEO/Director,75
4168619-6,42101-1882768-9,Hussain Sandhu,CEO/Director,60
6377229-3,36302-4115134-1,Fahad Sandhu,CEO/Director,60
6024546-4,61101-5280734-0,Fatima Rana,CEO/Director,75
3459750-2,37405-9798516-9,Bilal Qureshi,CEO/Director,75
7947683-4,35202-2223367-0,Kiran Bhatti,CEO/Director,100
8631817-5,61101-4783402-9,Asad Janjua,CEO/Director,60
4788505-1,34101-6732442-3,Zain Warraich,CEO/Director,75
5618386-2,42101-8434054-9,Muhammad Asad Satti,CEO/Director,100
9121516-8,35202-8799058-4,Sobia Sandhu,CEO/Director,51
8240118-0,61101-0984885-5,Muhammad Farhan Qureshi,CEO/Director,60
9094046-1,36302-9022705-9,Bilawal Warraich,CEO/Director,51
3007526-7,61101-7547602-5,Muhammad Danish Rana,CEO/Director,51
6496080-6,33100-3005024-6,Nimra Raja,CEO/Director,60
3411107-5,17301-5420465-8,Noor Abbasi,CEO/Director,75
7408370-7,37405-3278168-1,Muhammad Farhan Warraich,CEO/Director,75
7250262-6,17301-2978737-2,Iqra Mughal,CEO/Director,51
3020104-8,17301-5479337-7,Muhammad Zain Sheikh,CEO/Director,75
6990571-0,37405-9629974-7,Muhammad Kamran Malik,CEO/Director,75
7359342-2,33100-2381306-3,Muhammad Danish Chaudhry,CEO/Director,75
9858059-5,37405-0346220-3,Bilawal Butt,CEO/Director,75
9909005-4,35202-8120018-5,Muhammad Abdullah Khan,CEO/Director,75
4235948-4,34101-7297551-6,Hira Rana,CEO/Director,100
4310574-7,33100-8979538-4,Sobia Butt,CEO/Director,100
4058896-8,37405-2846498-1,Saad Sandhu,CEO/Director,51
2730364-4,37405-1871970-7,Adnan Abbasi,CEO/Director,100
4858488-6,34101-5817909-7,Usman Mir,CEO/Director,51
1471228-6,35202-6229569-8,Noor Khan,CEO/Director,100
2514440-7,42101-0507344-9,Muhammad Nauman Chaudhry,CEO/Director,51
5071905-4,35202-8531093-6,Kiran Awan,CEO/Director,51
5012665-3,34101-1449187-5,Muhammad Usman Khan,CEO/Director,75
8470496-0,34101-3204148-8,Saba Cheema,CEO/Director,51
1829773-4,34603-4095683-1,Muhammad Imran Mughal,CEO/Director,51
5612205-6,33100-6832287-3,Junaid Dar,CEO/Director,51
6313192-9,17301-2344853-8,Ayesha Dar,CEO/Director,51
1168704-7,35202-7558940-1,Ali Cheema,CEO/Director,51
1079891-0,17301-5196510-9,Nauman Chaudhry,CEO/Director,51
6433270-8,35202-7321058-6,Mehwish Warraich,CEO/Director,100
1187006-5,37405-7248497-5,Ahmed Malik,CEO/Director,60
1048358-3,36302-2739375-5,Abdullah Chaudhry,CEO/Director,51
6126624-0,17301-6655261-6,Iqra Dar,CEO/Director,100
9932365-2,34101-4658495-4,Maryam Abbasi,CEO/Director,51
5821678-1,33100-4435902-5,Abdullah Awan,CEO/Director,60
8958583-7,34101-1100961-2,Sidra Warraich,CEO/Director,60
9184159-7,34101-9471626-1,Imran Mir,CEO/Director,51
9932949-7,34101-6888925-1,Usman Abbasi,CEO/Director,100
9417748-2,35202-0649566-7,Muhammad Tariq Satti,CEO/Director,51
8781604-4,35202-1518342-1,Bilal Chaudhry,CEO/Director,75
2708935-6,34101-7276110-1,Muhammad Danish Warraich,CEO/Director,75
2837825-1,61101-1463913-9,Muhammad Saad Bhatti,CEO/Director,75
1827129-1,35202-6379966-6,Rabia Sheikh,CEO/Director,100
5963519-2,17301-1844424-3,Imran Qureshi,CEO/Director,100
3529347-0,42101-7477607-3,Usman Sandhu,CEO/Director,60
1401582-6,35202-7923551-1,Muhammad Tariq Satti,CEO/Director,100
4821169-6,61101-8030049-7,Hamza Gondal,CEO/Director,51
6847243-7,35202-5044274-4,Sobia Janjua,CEO/Director,100
8567557-9,42101-5775363-3,Waqas Mir,CEO/Director,75
7607557-0,35202-7533645-1,Bilal Chaudhry,CEO/Director,60
7390172-8,37405-1825915-5,Fahad Bhatti,CEO/Director,100
2795355-8,34603-7890386-5,Hussain Qureshi,CEO/Director,100
6182421-4,61101-8500595-5,Muhammad Bilawal Gondal,CEO/Director,60
1275665-3,17301-4013590-1,Junaid Awan,CEO/Director,75
9123733-0,34603-2151677-9,Nauman Abbasi,CEO/Director,51
2282158-4,42101-2566662-7,Muhammad Tariq Sheikh,CEO/Director,51
6442796-8,17301-4334510-1,Ali Sandhu,CEO/Director,60
4451412-0,37405-5766343-7,Zain Chaudhry,CEO/Director,75
3210251-0,35202-7183900-9,Danish Janjua,CEO/Director,100
7935573-4,42101-9053714-5,Muhammad Bilal Tarar,CEO/Director,100
5532131-5,36302-4572878-6,Rabia Butt,CEO/Director,51
1873651-7,61101-7975590-0,Komal Raja,CEO/Director,75
3225929-8,35202-9280902-9,Saad Abbasi,CEO/Director,60
5279441-3,37405-0658227-5,Muhammad Hussain Abbasi,CEO/Director,100
7332744-4,36302-9703391-5,Muhammad Hassan Satti,CEO/Director,75
9638094-1,17301-9094215-2,Hina Rana,CEO/Director,60
8684449-5,36302-1869466-7,Muhammad Ahmed Mughal,CEO/Director,100
5549016-9,34101-8475838-4,Noor Sheikh,CEO/Director,100
6357028-2,61101-5211904-1,Fahad Abbasi,CEO/Director,100
2366850-7,34603-3863134-5,Muhammad Umar Butt,CEO/Director,75
7073692-7,61101-5071062-5,Kamran Mughal,CEO/Director,100
7788459-1,61101-0597103-1,Hussain Satti,CEO/Director,100
5767664-1,61101-0010896-1,Saad Chaudhry,CEO/Director,75
4273952-2,36302-1890557-5,Usman Janjua,CEO/Director,100
1379474-0,33100-8865284-7,Farhan Butt,CEO/Director,75
2442151-6,34603-4194562-7,Muhammad Dar,CEO/Director,60
6391801-3,35202-8598595-8,Sidra Dar,CEO/Director,60
7459448-9,34603-4241962-2,Noor Satti,CEO/Director,75
4281174-3,34603-1092821-7,Tariq Awan,CEO/Director,51
7490855-7,35202-6642211-6,Sobia Gondal,CEO/Director,60
7760001-4,36302-9893440-0,Sobia Satti,CEO/Director,75
7805852-8,34101-9245727-5,Usman Warraich,CEO/Director,51
6415780-3,61101-1232933-1,Saad Awan,CEO/Director,51
8944734-9,33100-3605245-1,Muhammad Bilawal Mughal,CEO/Director,60
8001620-8,61101-4042531-7,Shahzad Satti,CEO/Director,100
2023390-7,34101-2080278-7,Kamran Raja,CEO/Director,100
7570548-9,17301-2022649-1,Hamza Awan,CEO/Director,75
5792220-8,42101-1263690-9,Fahad Malik,CEO/Director,75
1037472-7,37405-8473926-9,Kamran Tarar,CEO/Director,75
2011026-1,17301-5944980-3,Muhammad Abdullah Sheikh,CEO/Director,51
7754796-0,42101-1573038-3,Muhammad Bilawal Sheikh,CEO/Director,51
5460157-3,36302-4979724-4,Hina Mughal,CEO/Director,51
2136879-2,34603-8721480-7,Imran Awan,CEO/Director,75
8714723-6,35202-2873286-6,Iqra Cheema,CEO/Director,51
9427138-4,17301-2015471-5,Bilal Satti,CEO/Director,51
8715675-0,61101-8287910-6,Sobia Gondal,CEO/Director,100
4442881-5,35202-5366414-2,Iqra Tarar,CEO/Director,75
7288683-0,34603-1018396-2,Sana Raja,CEO/Director,51
3861261-7,61101-1935271-8,Iqra Butt,CEO/Director,51
9872788-8,35202-1153774-9,Muhammad Sandhu,CEO/Director,100
7255193-0,37405-8248691-9,Muhammad Danish Sandhu,CEO/Director,60
5543719-9,17301-4047349-9,Fahad Warraich,CEO/Director,60
6927155-3,34101-6921254-1,Danish Malik,CEO/Director,51
9178148-5,42101-8512574-1,Zain Warraich,CEO/Director,60
7349985-6,36302-7342704-7,Muhammad Zain Butt,CEO/Director,100
2566309-9,17301-9960901-9,Imran Khan,CEO/Director,60
9261989-4,61101-3626973-4,Maryam Khan,CEO/Director,60
6138650-6,35202-3781389-5,Muhammad Umar Khan,CEO/Director,75
4365171-2,61101-1077009-2,Zainab Butt,CEO/Director,51
7103959-3,33100-1465519-1,Saad Gondal,CEO/Director,75
5262462-2,35202-4535165-3,Muhammad Danish Awan,CEO/Director,51
2902643-3,36302-3265874-5,Shahzad Sandhu,CEO/Director,75
7757475-2,37405-6646804-9,Junaid Tarar,CEO/Director,60
1518483-6,34101-9679588-8,Mehwish Satti,CEO/Director,60
6766415-9,37405-4431852-1,Muhammad Rizwan Qureshi,CEO/Director,75
8050853-3,61101-4516628-0,Rabia Sheikh,CEO/Director,60
7536809-5,33100-3463910-1,Tariq Gondal,CEO/Director,100
9540053-7,34101-2860375-5,Farhan Satti,CEO/Director,51
1088298-0,36302-0538326-5,Salman Cheema,CEO/Director,60
2656208-8,33100-3041385-3,Muhammad Abbasi,CEO/Director,75
6011936-4,34101-5788279-9,Hussain Tarar,CEO/Director,75
3788426-7,36302-8277002-7,Umar Janjua,CEO/Director,75
1343896-8,61101-9591666-3,Nauman Warraich,CEO/Director,100
5325764-7,17301-4416774-4,Sadia Tarar,CEO/Director,100
4137708-0,42101-9829902-3,Tariq Rana,CEO/Director,51
4919234-3,34603-3828273-3,Muhammad Farhan Bhatti,CEO/Director,100
3861230-5,37405-7756805-3,Muhammad Usman Awan,CEO/Director,51
6497349-3,61101-7067425-8,Saba Janjua,CEO/Director,75
9194224-2,37405-7824452-5,Muhammad Umar Dar,CEO/Director,60
4899961-0,34603-9429872-9,Ahmed Awan,CEO/Director,51
8513861-5,36302-6679011-6,Zainab Bhatti,CEO/Director,100
4617499-1,35202-9600094-4,Nimra Mir,CEO/Director,51
7255302-4,34603-4306307-4,Komal Sheikh,CEO/Director,75
4625459-1,34101-2003450-3,Muhammad Umar Mughal,CEO/Director,75
1615425-9,37405-1928913-1,Asad Raja,CEO/Director,100
3901051-7,34603-8652842-3,Umar Cheema,CEO/Director,75
3769934-0,36302-3914285-7,Hamza Satti,CEO/Director,51
3389274-0,61101-6832861-3,Muhammad Faizan Qureshi,CEO/Director,100
5071844-8,35202-5621164-4,Fatima Sheikh,CEO/Director,75
8452424-8,34603-7607117-3,Hassan Sandhu,CEO/Director,51
1121378-1,36302-8311802-1,Salman Satti,CEO/Director,60
9032455-9,35202-7263943-9,Muhammad Rizwan Butt,CEO/Director,60
6545799-3,17301-4003261-7,Muhammad Salman Tarar,CEO/Director,100
7272788-6,33100-0264269-4,Zainab Warraich,CEO/Director,51
9680458-8,33100-2221400-3,Muhammad Saad Sandhu,CEO/Director,100
5818733-5,36302-0575002-5,Muhammad Qureshi,CEO/Director,60
8413525-4,34603-8023370-0,Komal Chaudhry,CEO/Director,60
3463011-4,34101-9247624-9,Fahad Gondal,CEO/Director,100
9501657-7,36302-6672586-9,Muhammad Ali Abbasi,CEO/Director,51
9978755-1,36302-9816035-4,Zainab Awan,CEO/Director,75
4720380-8,61101-5153029-9,Muhammad Usman Sheikh,CEO/Director,75
3164354-9,33100-8788874-7,Hussain Sheikh,CEO/Director,75
7350223-7,36302-3234040-7,Salman Bhatti,CEO/Director,51
4180133-5,17301-8943883-7,Nauman Awan,CEO/Director,60
2289220-9,17301-7821151-4,Ayesha Malik,CEO/Director,100
8592605-7,34101-9119193-3,Muhammad Shahzad Warraich,CEO/Director,75
3934982-2,35202-5526136-2,Aqsa Satti,CEO/Director,75
4338147-5,34101-7874901-8,Saba Raja,CEO/Director,60
5787980-3,35202-3620572-7,Muhammad Bhatti,CEO/Director,60
9693091-7,37405-9760387-7,Zain Rana,CEO/Director,75
5995596-7,37405-2226178-3,Muhammad Umar Qureshi,CEO/Director,60
8499976-0,17301-4564723-3,Ali Mir,CEO/Director,100
8509511-0,37405-7125509-8,Amna Janjua,CEO/Director,100
7185781-6,35202-7147413-5,Muhammad Bilal Gondal,CEO/Director,75
4187636-5,34603-1599507-8,Maryam Abbasi,CEO/Director,51
6516654-5,35202-2913308-8,Noor Abbasi,CEO/Director,75
8392295-3,33100-4589430-7,Muhammad Waqas Bhatti,CEO/Director,75
1056476-2,35202-4877351-0,Hina Gondal,CEO/Director,60
7526215-0,35202-5884146-9,Bilawal Warraich,CEO/Director,100
3666239-1,37405-4041928-5,Muhammad Shahzad Mir,CEO/Director,100
1809260-1,61101-1985901-2,Rabia Satti,CEO/Director,100
4688960-9,37405-1990305-7,Salman Gondal,CEO/Director,75
1101541-7,17301-4025148-7,Saad Sandhu,CEO/Director,51
9794403-7,42101-2411371-5,Muhammad Imran Abbasi,CEO/Director,51
1581127-6,42101-3886261-5,Muhammad Hussain Butt,CEO/Director,75
8575476-5,33100-9139618-9,Muhammad Fahad Mir,CEO/Director,100
8613222-6,37405-8489584-5,Muhammad Hamza Qureshi,CEO/Director,60
8228007-5,61101-1261165-5,Bilawal Satti,CEO/Director,100
3645299-0,36302-3259311-2,Mehwish Sheikh,CEO/Director,75
9962962-9,34101-0980398-7,Tariq Warraich,CEO/Director,51
6135726-0,33100-3404965-3,Junaid Sandhu,CEO/Director,60
9124006-2,42101-1068948-2,Hira Sandhu,CEO/Director,100
7390817-0,34603-8114471-6,Aqsa Mughal,CEO/Director,100
6045219-8,17301-6791437-1,Adnan Satti,CEO/Director,100
6779555-0,61101-2047611-7,Muhammad Saad Sandhu,CEO/Director,75
6714467-5,37405-0993890-5,Fahad Qureshi,CEO/Director,51
2232700-6,36302-7440390-1,Bilal Gondal,CEO/Director,51
2517637-5,36302-6833536-3,Shahzad Raja,CEO/Director,100
9656228-4,17301-6203684-1,Muhammad Shahzad Khan,CEO/Director,60
5371690-8,35202-5302835-9,Muhammad Hamza Dar,CEO/Director,75
1391819-2,37405-7588285-5,Usman Warraich,CEO/Director,51
2602374-8,34603-8930298-7,Salman Warraich,CEO/Director,75
2856556-2,37405-6044866-1,Saad Mughal,CEO/Director,75
7611856-2,35202-3863350-5,Muhammad Shahzad Tarar,CEO/Director,51
8848264-8,17301-1960508-4,Rabia Janjua,CEO/Director,75
8818725-6,42101-4351295-1,Rizwan Dar,CEO/Director,75
6890030-0,35202-9953519-3,Muhammad Bilal Sandhu,CEO/Director,75
6635114-8,42101-4665633-4,Rabia Awan,CEO/Director,51
2052067-2,37405-2201914-9,Adnan Cheema,CEO/Director,100
6601971-0,61101-0855444-3,Ali Raja,CEO/Director,100
7867916-2,34101-7130224-1,Imran Sheikh,CEO/Director,51
3443648-0,34603-6124616-0,Hina Raja,CEO/Director,100
5129843-9,34603-4275095-1,Muhammad Danish Chaudhry,CEO/Director,75
9135111-6,35202-8068472-7,Abdullah Tarar,CEO/Director,100
3457412-5,35202-0448334-3,Hassan Tarar,CEO/Director,100
3857661-6,37405-7754078-9,Muhammad Bilal Dar,CEO/Director,60
6649757-7,34603-0481341-7,Asad Dar,CEO/Director,60
1483334-3,35202-9684962-2,Maryam Rana,CEO/Director,51
1476087-1,34603-9792181-9,Muhammad Bilal Tarar,CEO/Director,75
9191051-2,33100-2766265-7,Fahad Cheema,CEO/Director,75
1720541-7,34101-7583887-5,Muhammad Waqas Cheema,CEO/Director,100
2243295-4,35202-0133832-4,Sidra Sandhu,CEO/Director,60
8890378-1,61101-9287222-1,Farhan Mir,CEO/Director,51
2931822-4,34603-6592471-7,Ali Mughal,CEO/Director,75
8692220-9,35202-8484901-5,Tariq Khan,CEO/Director,60
5994926-9,35202-2557199-3,Abdullah Qureshi,CEO/Director,100
5700935-6,34603-8909153-5,Muhammad Umar Awan,CEO/Director,60
5549001-9,42101-9269055-1,Bilawal Tarar,CEO/Director,60
6552909-2,34101-0607534-1,Hussain Khan,CEO/Director,60
6898579-5,37405-6226234-1,Muhammad Bilal Janjua,CEO/Director,60
2584347-2,34101-4157207-9,Muhammad Usman Khan,CEO/Director,60
7168768-3,35202-9975118-5,Hamza Mughal,CEO/Director,75
9610033-3,33100-0370173-7,Muhammad Bilawal Sandhu,CEO/Director,51
9652901-8,42101-2576907-9,Shahzad Awan,CEO/Director,51
2476283-8,33100-6013581-9,Saad Khan,CEO/Director,75
4933337-3,17301-9376216-0,Amna Rana,CEO/Director,75
